id	symbol	display_name	current_category	proposed_category	evidence	rationale
72	ABILITY_VITAL_SPIRIT	Vital Spirit	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:5482, src/battle_util.c:9069, src/battle_move_resolution.c:1203, src/battle_end_turn.c:870	Pinned description: Prevents sleep. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
73	ABILITY_WHITE_SMOKE	White Smoke	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:11801, src/battle_ai_util.c:2376, src/battle_ai_util.c:6157, src/wild_encounter.c:741	Pinned description: Prevents ability reduction. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
74	ABILITY_PURE_POWER	Pure Power	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6990, src/battle_ai_util.c:6182	Pinned description: Raises Attack. Pinned stat modifier or ability interaction diverges in ordering/rounding from the embedded calculator; fail closed.
75	ABILITY_SHELL_ARMOR	Shell Armor	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:8056, src/battle_util.c:8108, src/battle_ai_main.c:2357	Pinned description: Blocks critical hits. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
76	ABILITY_AIR_LOCK	Air Lock	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10064, src/battle_util.c:3474, src/battle_script_commands.c:13505, src/battle_ai_util.c:1926	Pinned description: Negates weather effects. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
77	ABILITY_TANGLED_FEET	Tangled Feet	PROVEN_NO_DAMAGE_EFFECT	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10508	Pinned description: Ups evasion if confused. Pinned battle paths affect no direct-damage operand or modifier; ability identity is read from the live battler.
78	ABILITY_MOTOR_DRIVE	Motor Drive	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2457, src/battle_ai_main.c:3533, src/battle_ai_main.c:5597, src/battle_ai_main.c:5658	Pinned description: Electricity raises Speed. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
79	ABILITY_RIVALRY	Rivalry	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6684	Pinned description: Powers up against rivals. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
80	ABILITY_STEADFAST	Steadfast	UNCLASSIFIED	UNCLASSIFIED	src/data/abilities.h (catalogue only)	Pinned description: Flinching raises Speed. Unresolved: no source-backed safety decision yet; fail closed.
81	ABILITY_SNOW_CLOAK	Snow Cloak	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10504, src/battle_end_turn.c:164, src/battle_ai_field_statuses.c:159, src/battle_ai_switch.c:1587	Pinned description: Ups evasion in Hail or Snow. Pinned use affects a secondary contact/status, end-turn recovery, speed after a hit, or accuracy; the live HP/status/stat snapshot captures earlier effects and the ability adds no modifier to this ordinary direct hit.
82	ABILITY_GLUTTONY	Gluttony	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5620	Pinned description: Eats Berries early. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
83	ABILITY_ANGER_POINT	Anger Point	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4022, src/battle_ai_main.c:3249, src/battle_ai_main.c:3511	Pinned description: Critical hits raise Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
84	ABILITY_UNBURDEN	Unburden	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10761, src/battle_main.c:4967	Pinned description: Using a hold item ups Speed. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
85	ABILITY_HEATPROOF	Heatproof	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6787, src/battle_end_turn.c:526, src/battle_end_turn.c:529, src/battle_ai_switch.c:1722	Pinned description: Heat and burn protection. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
86	ABILITY_SIMPLE	Simple	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_script_commands.c:7792, src/battle_ai_util.c:4863, src/battle_ai_util.c:6236	Pinned description: Prone to wild stat changes. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
87	ABILITY_DRY_SKIN	Dry Skin	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2449, src/battle_util.c:3687, src/battle_util.c:6796, src/battle_end_turn.c:124	Pinned description: Prefers moisture to heat. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
88	ABILITY_DOWNLOAD	Download	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3269	Pinned description: Adjusts power favorably. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
89	ABILITY_IRON_FIST	Iron Fist	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6671	Pinned description: Boosts punching moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
90	ABILITY_POISON_HEAL	Poison Heal	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_end_turn.c:484, src/battle_ai_switch.c:1545, src/battle_ai_switch.c:1661, src/battle_ai_switch.c:1736	Pinned description: Restores HP if poisoned. Pinned use affects a secondary contact/status, end-turn recovery, speed after a hit, or accuracy; the live HP/status/stat snapshot captures earlier effects and the ability adds no modifier to this ordinary direct hit.
91	ABILITY_ADAPTABILITY	Adaptability	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7427, src/battle_util.c:7430, src/battle_ai_main.c:4649, src/battle_terastal.c:161	Pinned description: Boosts same type attacks. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
92	ABILITY_SKILL_LINK	Skill Link	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_move_resolution.c:1919, src/battle_script_commands.c:1103, src/battle_ai_util.c:798	Pinned description: Multi-hit moves hit 5 times. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
93	ABILITY_HYDRATION	Hydration	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3702, src/battle_end_turn.c:372, src/battle_ai_field_statuses.c:163, src/battle_ai_main.c:3989	Pinned description: Cures status in rain. Pinned use affects a secondary contact/status, end-turn recovery, speed after a hit, or accuracy; the live HP/status/stat snapshot captures earlier effects and the ability adds no modifier to this ordinary direct hit.
94	ABILITY_SOLAR_POWER	Solar Power	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3792, src/battle_util.c:6998, src/battle_end_turn.c:132, src/battle_ai_field_statuses.c:173	Pinned description: Powers up in sunshine. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
95	ABILITY_QUICK_FEET	Quick Feet	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:4957, src/battle_main.c:4993, src/battle_ai_util.c:3584, src/wild_encounter.c:749	Pinned description: Ups Speed if suffering. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
96	ABILITY_NORMALIZE	Normalize	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6730, src/battle_main.c:6388, src/battle_main.c:6393, src/battle_main.c:6407	Pinned description: Moves become Normal-type. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
97	ABILITY_SNIPER	Sniper	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7566, src/battle_ai_items.c:163, src/battle_ai_main.c:4736	Pinned description: Boosts critical hits. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
98	ABILITY_MAGIC_GUARD	Magic Guard	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4054, src/battle_util.c:4420, src/battle_move_resolution.c:1379, src/battle_move_resolution.c:2102	Pinned description: Only damaged by attacks. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
99	ABILITY_NO_GUARD	No Guard	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10384, src/battle_util.c:10389, src/battle_util.c:10392, src/battle_util.c:10396	Pinned description: Ensures that all moves hit. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
100	ABILITY_STALL	Stall	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_main.c:5068, src/battle_main.c:5069, src/battle_ai_util.c:1484, src/battle_ai_util.c:1486	Pinned description: Always moves last. Pinned priority effect can change whether a damaging move is blocked by priority-sensitive field/ability rules; current calculator does not model that interaction.
101	ABILITY_TECHNICIAN	Technician	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6655	Pinned description: Boosts weaker moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
102	ABILITY_LEAF_GUARD	Leaf Guard	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:7234, src/battle_ai_field_statuses.c:170, src/battle_ai_main.c:1346, src/battle_ai_main.c:4001	Pinned description: Blocks status in sunshine. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
103	ABILITY_KLUTZ	Klutz	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:5829, src/battle_util.c:9273, src/battle_move_resolution.c:1235, src/battle_ai_switch.c:1527	Pinned description: Can't use hold items. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
104	ABILITY_MOLD_BREAKER	Mold Breaker	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3160, src/battle_util.c:4962	Pinned description: Moves hit through abilities. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
105	ABILITY_SUPER_LUCK	Super Luck	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:8049, src/battle_util.c:8102, src/battle_ai_items.c:162, src/battle_ai_main.c:4735	Pinned description: Critical hits land often. Pinned ability can alter a critical-hit, damage, or attack-blocking result; the current calculator does not model that trigger.
106	ABILITY_AFTERMATH	Aftermath	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4067	Pinned description: Fainting damages the foe. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
107	ABILITY_ANTICIPATION	Anticipation	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3215	Pinned description: Senses dangerous moves. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
108	ABILITY_FOREWARN	Forewarn	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3260	Pinned description: Determines a foe's move. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
109	ABILITY_UNAWARE	Unaware	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:10451, src/battle_util.c:10456, src/battle_util.c:6974, src/battle_util.c:7261	Pinned description: Ignores stat changes. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
110	ABILITY_TINTED_LENS	Tinted Lens	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7570	Pinned description: Ups “not very effective”. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
111	ABILITY_FILTER	Filter	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7595	Pinned description: Weakens “supereffective”. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
112	ABILITY_SLOW_START	Slow Start	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3184, src/battle_util.c:3781, src/battle_util.c:6994, src/battle_end_turn.c:1270	Pinned description: Takes a while to get going. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
113	ABILITY_SCRAPPY	Scrappy	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:8268, src/battle_script_commands.c:13352, src/battle_ai_main.c:4963	Pinned description: Hits Ghost-type Pokémon. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
114	ABILITY_STORM_DRAIN	Storm Drain	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:2465, src/battle_move_resolution.c:811, src/battle_move_resolution.c:836, src/battle_ai_main.c:1365	Pinned description: Draws in Water moves. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
115	ABILITY_ICE_BODY	Ice Body	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3675, src/battle_end_turn.c:157, src/battle_ai_field_statuses.c:157, src/battle_ai_switch.c:1587	Pinned description: HP recovery in Hail or Snow. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
116	ABILITY_SOLID_ROCK	Solid Rock	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7596	Pinned description: Weakens “supereffective”. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
117	ABILITY_SNOW_WARNING	Snow Warning	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3397, src/battle_ai_util.c:1940	Pinned description: Summons snow in battle. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
118	ABILITY_HONEY_GATHER	Honey Gather	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:10316	Pinned description: May gather Honey. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
119	ABILITY_FRISK	Frisk	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3253	Pinned description: Checks a foe's item. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
120	ABILITY_RECKLESS	Reckless	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6667	Pinned description: Boosts moves with recoil. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
121	ABILITY_MULTITYPE	Multitype	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/data/abilities.h (catalogue only)	Pinned description: Changes type to its Plate. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
122	ABILITY_FLOWER_GIFT	Flower Gift	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:4850, src/battle_util.c:7044, src/battle_util.c:7146, src/battle_util.c:7303	Pinned description: Allies power up in sunshine. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
123	ABILITY_BAD_DREAMS	Bad Dreams	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3788, src/battle_end_turn.c:1271	Pinned description: Damages sleeping Pokémon. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
124	ABILITY_PICKPOCKET	Pickpocket	UNCLASSIFIED	UNCLASSIFIED	src/battle_move_resolution.c:3490	Pinned description: Steals the foe's held item. Unresolved: no source-backed safety decision yet; fail closed.
125	ABILITY_SHEER_FORCE	Sheer Force	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6675, src/battle_util.c:9430, src/battle_ai_switch.c:1687	Pinned description: Trades effects for power. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
126	ABILITY_CONTRARY	Contrary	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:1241, src/battle_util.c:1245, src/battle_util.c:1257, src/battle_util.c:9441	Pinned description: Inverts stat changes. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
127	ABILITY_UNNERVE	Unnerve	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:363, src/battle_util.c:4756, src/battle_ai_switch.c:1838	Pinned description: Foes can't eat Berries. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
128	ABILITY_DEFIANT	Defiant	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:1205, src/battle_util.c:1275, src/battle_ai_main.c:3737, src/battle_ai_util.c:5859	Pinned description: Lowered stats up Attack. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
129	ABILITY_DEFEATIST	Defeatist	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7002	Pinned description: Gives up at half HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
130	ABILITY_CURSED_BODY	Cursed Body	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3956	Pinned description: Disables moves on contact. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
131	ABILITY_HEALER	Healer	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:3801, src/battle_end_turn.c:371	Pinned description: Heals partner Pokémon. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
132	ABILITY_FRIEND_GUARD	Friend Guard	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7647, src/battle_ai_util.c:6171	Pinned description: Lowers damage to partner. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
133	ABILITY_WEAK_ARMOR	Weak Armor	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3942	Pinned description: Its stats change when hit. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
134	ABILITY_HEAVY_METAL	Heavy Metal	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6074	Pinned description: Doubles weight. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
135	ABILITY_LIGHT_METAL	Light Metal	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6076	Pinned description: Halves weight. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
136	ABILITY_MULTISCALE	Multiscale	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:7587, src/battle_ai_util.c:3499	Pinned description: Halves damage at full HP. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
137	ABILITY_TOXIC_BOOST	Toxic Boost	UNSUPPORTED_DAMAGE_RELEVANT	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6663, src/battle_ai_util.c:3600, src/battle_ai_util.c:4097	Pinned description: Ups Attack if poisoned. Pinned damage/type/stat modifier is not reproduced by the embedded calculator; fail closed.
138	ABILITY_FLARE_BOOST	Flare Boost	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6659, src/battle_ai_util.c:3619, src/battle_ai_util.c:4111	Pinned description: Ups Sp. Atk if burned. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
139	ABILITY_HARVEST	Harvest	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3665, src/battle_end_turn.c:1273, src/battle_ai_field_statuses.c:169, src/battle_ai_main.c:3993	Pinned description: May recycle a used Berry. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
140	ABILITY_TELEPATHY	Telepathy	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:8422, src/battle_ai_main.c:4908	Pinned description: Can't be damaged by an ally. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
141	ABILITY_MOODY	Moody	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:3748, src/battle_end_turn.c:1274, src/battle_ai_util.c:6154	Pinned description: Stats change gradually. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
142	ABILITY_OVERCOAT	Overcoat	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10722, src/battle_end_turn.c:142, src/battle_end_turn.c:165, src/battle_ai_field_statuses.c:151	Pinned description: Blocks weather and powder. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
143	ABILITY_POISON_TOUCH	Poison Touch	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:4343	Pinned description: Poisons foe on contact. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
144	ABILITY_REGENERATOR	Regenerator	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:10235, src/battle_ai_switch.c:1113, src/battle_ai_switch.c:389, src/battle_ai_switch.c:404	Pinned description: Heals upon switching out. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
145	ABILITY_BIG_PECKS	Big Pecks	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_script_commands.c:7714, src/battle_script_commands.c:7879, src/battle_ai_util.c:2361	Pinned description: Prevents Defense loss. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
146	ABILITY_SAND_RUSH	Sand Rush	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_end_turn.c:141, src/battle_main.c:4950, src/battle_ai_field_statuses.c:154, src/battle_ai_switch.c:1595	Pinned description: Ups Speed in a sandstorm. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
147	ABILITY_WONDER_SKIN	Wonder Skin	UNCLASSIFIED	PROVEN_NO_DAMAGE_EFFECT	src/battle_util.c:10474	Pinned description: May avoid status problems. Reviewed pinned ability uses affect status, accuracy, switching, priority, PP, secondary/indirect effects, or overworld behavior; no ordinary direct-damage operand, type, immunity, field, or held-item modifier is changed by the effective ability itself.
148	ABILITY_ANALYTIC	Analytic	UNCLASSIFIED	UNSUPPORTED_DAMAGE_RELEVANT	src/battle_util.c:6690, src/battle_ai_main.c:7028	Pinned description: Moving last boosts power. Pinned ability can alter a damage operand, damage/type/immunity result, field, effective form, stat, held-item behavior, or ability state; current calculator does not reproduce every applicable trigger and rounding path.
