id	symbol	display_name	hold_effect	hold_effect_param	item_type	category	family_group	rationale
233	ITEM_REAPER_CLOTH	Reaper Cloth	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
234	ITEM_PRISM_SCALE	Prism Scale	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
235	ITEM_WHIPPED_DREAM	Whipped Dream	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
236	ITEM_SACHET	Sachet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
237	ITEM_OVAL_STONE	Oval Stone	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
238	ITEM_STRAWBERRY_SWEET	Strawberry Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
239	ITEM_LOVE_SWEET	Love Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
240	ITEM_BERRY_SWEET	Berry Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
241	ITEM_CLOVER_SWEET	Clover Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
242	ITEM_FLOWER_SWEET	Flower Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
243	ITEM_STAR_SWEET	Star Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
244	ITEM_RIBBON_SWEET	Ribbon Sweet	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
245	ITEM_EVERSTONE	Everstone	HOLD_EFFECT_PREVENT_EVOLVE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
246	ITEM_RED_NECTAR	Red Nectar	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
247	ITEM_YELLOW_NECTAR	Yellow Nectar	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
248	ITEM_PINK_NECTAR	Pink Nectar	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
249	ITEM_PURPLE_NECTAR	Purple Nectar	HOLD_EFFECT_NONE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	no_battle_effect	Every pinned reference is outside battle damage (prize money, friendship, EXP, wild encounters, fleeing, evolution/breeding) or the hold effect has no battle reference at all.
250	ITEM_FLAME_PLATE	Flame Plate	HOLD_EFFECT_PLATE	20	FIRE	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
251	ITEM_SPLASH_PLATE	Splash Plate	HOLD_EFFECT_PLATE	20	WATER	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
252	ITEM_ZAP_PLATE	Zap Plate	HOLD_EFFECT_PLATE	20	ELECTRIC	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
253	ITEM_MEADOW_PLATE	Meadow Plate	HOLD_EFFECT_PLATE	20	GRASS	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
254	ITEM_ICICLE_PLATE	Icicle Plate	HOLD_EFFECT_PLATE	20	ICE	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
255	ITEM_FIST_PLATE	Fist Plate	HOLD_EFFECT_PLATE	20	FIGHTING	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
256	ITEM_TOXIC_PLATE	Toxic Plate	HOLD_EFFECT_PLATE	20	POISON	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
257	ITEM_EARTH_PLATE	Earth Plate	HOLD_EFFECT_PLATE	20	GROUND	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
258	ITEM_SKY_PLATE	Sky Plate	HOLD_EFFECT_PLATE	20	FLYING	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
259	ITEM_MIND_PLATE	Mind Plate	HOLD_EFFECT_PLATE	20	PSYCHIC	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
260	ITEM_INSECT_PLATE	Insect Plate	HOLD_EFFECT_PLATE	20	BUG	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
261	ITEM_STONE_PLATE	Stone Plate	HOLD_EFFECT_PLATE	20	ROCK	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
262	ITEM_SPOOKY_PLATE	Spooky Plate	HOLD_EFFECT_PLATE	20	GHOST	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
263	ITEM_DRACO_PLATE	Draco Plate	HOLD_EFFECT_PLATE	20	DRAGON	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
264	ITEM_DREAD_PLATE	Dread Plate	HOLD_EFFECT_PLATE	20	DARK	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
265	ITEM_IRON_PLATE	Iron Plate	HOLD_EFFECT_PLATE	20	STEEL	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
266	ITEM_PIXIE_PLATE	Pixie Plate	HOLD_EFFECT_PLATE	20	FAIRY	UNSUPPORTED_DAMAGE_RELEVANT	attacker_offense	Read only as the ATTACKER's hold effect in the pinned damage path (base-power, Attack-stat, final-modifier or critical-stage modifier) with H&S fixed-point placement the calculator does not reproduce. Defender-side and non-matching-context rules are request-local.
267	ITEM_DOUSE_DRIVE	Douse Drive	HOLD_EFFECT_DRIVE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
268	ITEM_SHOCK_DRIVE	Shock Drive	HOLD_EFFECT_DRIVE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
269	ITEM_BURN_DRIVE	Burn Drive	HOLD_EFFECT_DRIVE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
270	ITEM_CHILL_DRIVE	Chill Drive	HOLD_EFFECT_DRIVE	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
271	ITEM_FIRE_MEMORY	Fire Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
272	ITEM_WATER_MEMORY	Water Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
273	ITEM_ELECTRIC_MEMORY	Electric Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
274	ITEM_GRASS_MEMORY	Grass Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
275	ITEM_ICE_MEMORY	Ice Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
276	ITEM_FIGHTING_MEMORY	Fighting Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
277	ITEM_POISON_MEMORY	Poison Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
278	ITEM_GROUND_MEMORY	Ground Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
279	ITEM_FLYING_MEMORY	Flying Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
280	ITEM_PSYCHIC_MEMORY	Psychic Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
281	ITEM_BUG_MEMORY	Bug Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
282	ITEM_ROCK_MEMORY	Rock Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
283	ITEM_GHOST_MEMORY	Ghost Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
284	ITEM_DRAGON_MEMORY	Dragon Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
285	ITEM_DARK_MEMORY	Dark Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
286	ITEM_STEEL_MEMORY	Steel Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
287	ITEM_FAIRY_MEMORY	Fairy Memory	HOLD_EFFECT_MEMORY	0		PROVEN_NO_ORDINARY_DAMAGE_EFFECT	form_hold_no_read	No hold-effect reference in pinned battle code. The only uses are form-hold tables (Silvally/Genesect forms, whose species, types and stats the calculator reads live from gBattleMons) and EFFECT_CHANGE_TYPE_ON_ITEM (Multi-Attack/Techno Blast), which the independent HnsMoveItemInteractionRegistry refuses.
288	ITEM_RUSTED_SWORD	Rusted Sword	HOLD_EFFECT_NONE	0		UNSUPPORTED_DAMAGE_RELEVANT	identity_exception	Held-item identity with battle semantics its HOLD_EFFECT_NONE does not describe: FORM_CHANGE_BEGIN_BATTLE (src/data/pokemon/form_change_tables.h) turns a holding Zacian into its Crowned form and replaces Iron Head with Behemoth Blade at battle start (src/battle_main.c:689-690); DoesSpeciesUseHoldItemToChangeForm also treats it as form-bound (src/battle_util.c:8619). Never inherits HOLD_EFFECT_NONE neutrality; no request-local clearance.
289	ITEM_RUSTED_SHIELD	Rusted Shield	HOLD_EFFECT_NONE	0		UNSUPPORTED_DAMAGE_RELEVANT	identity_exception	Held-item identity with battle semantics its HOLD_EFFECT_NONE does not describe: FORM_CHANGE_BEGIN_BATTLE (src/data/pokemon/form_change_tables.h) turns a holding Zamazenta into its Crowned form and replaces Iron Head with Behemoth Bash at battle start (src/battle_main.c:689-690); DoesSpeciesUseHoldItemToChangeForm also treats it as form-bound (src/battle_util.c:8619). Never inherits HOLD_EFFECT_NONE neutrality; no request-local clearance.
290	ITEM_RED_ORB	Red Orb	HOLD_EFFECT_PRIMAL_ORB	0		UNCLASSIFIED	unaudited_form	Primal Reversion items: no hold-effect read in battle code; the reversion itself is driven by form-change tables and its timing was not audited for this slice. Fails closed.
291	ITEM_BLUE_ORB	Blue Orb	HOLD_EFFECT_PRIMAL_ORB	0		UNCLASSIFIED	unaudited_form	Primal Reversion items: no hold-effect read in battle code; the reversion itself is driven by form-change tables and its timing was not audited for this slice. Fails closed.
292	ITEM_VENUSAURITE	Venusaurite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
293	ITEM_CHARIZARDITE_X	Charizardite X	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
294	ITEM_CHARIZARDITE_Y	Charizardite Y	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
295	ITEM_BLASTOISINITE	Blastoisinite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
296	ITEM_BEEDRILLITE	Beedrillite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
297	ITEM_PIDGEOTITE	Pidgeotite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
298	ITEM_ALAKAZITE	Alakazite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
299	ITEM_SLOWBRONITE	Slowbronite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
300	ITEM_GENGARITE	Gengarite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
301	ITEM_KANGASKHANITE	Kangaskhanite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
302	ITEM_PINSIRITE	Pinsirite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
303	ITEM_GYARADOSITE	Gyaradosite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
304	ITEM_AERODACTYLITE	Aerodactylite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
305	ITEM_MEWTWONITE_X	Mewtwonite X	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
306	ITEM_MEWTWONITE_Y	Mewtwonite Y	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
307	ITEM_AMPHAROSITE	Ampharosite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
308	ITEM_STEELIXITE	Steelixite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
309	ITEM_SCIZORITE	Scizorite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
310	ITEM_HERACRONITE	Heracronite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
311	ITEM_HOUNDOOMINITE	Houndoominite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
312	ITEM_TYRANITARITE	Tyranitarite	HOLD_EFFECT_MEGA_STONE	0		UNSUPPORTED_DAMAGE_RELEVANT	form_or_ability_changer	Can change the holder's form or effective ability before the hit (Mega Evolution at turn start, Ultra Burst/Z-Moves, Ability Shield vs ability suppression). No request-local clearance is implemented; always blocks.
